DateLong,Venue,Year,ShortDate
"September 24, 1973","Civic Arena, Pittsburgh, PA",1973,1973-09-24
"September 26, 1973","War Memorial Auditorium, Buffalo, NY",1973,1973-09-26
"September 30, 1973","Rochester Community War Memorial, Rochester, NY",1973,1973-09-30
"October 19, 1973","Fairgrounds Arena, Oklahoma City, OK",1973,1973-10-19
"October 21, 1973","Omaha Civic Auditorium, Omaha, NE",1973,1973-10-21
"October 23, 1973","Metropolitan Sports Center, Bloomington, MN",1973,1973-10-23
"October 25, 1973","Dane County Coliseum, Madison, WI",1973,1973-10-25
"October 27, 1973","Indianapolis State Fair Coliseum, Indianapolis, IN",1973,1973-10-27
"October 29, 1973","Kiel Auditorium, St. Louis, MO",1973,1973-10-29
"October 30, 1973","Kiel Auditorium, St. Louis, MO",1973,1973-10-30
"November 1, 1973","McGaw Memorial Hall, Northwestern U. Evanston, IL",1973,1973-11-01
"November 9, 1973","Winterland Arena, San Francisco, CA",1973,1973-11-09
"November 10, 1973","Winterland Arena, San Francisco, CA",1973,1973-11-10
"November 11, 1973","Winterland Arena, San Francisco, CA",1973,1973-11-11
"November 14, 1973","San Diego Sports Arena, San Diego, CA",1973,1973-11-14
"November 17, 1973","Pauley Pavilion, UCLA Los Angeles, CA",1973,1973-11-17
"November 20, 1973","Denver Coliseum, Denver, CO",1973,1973-11-20
"November 21, 1973","Denver Coliseum, Denver, CO",1973,1973-11-21
"November 23, 1973","County Coliseum, El Paso, TX",1973,1973-11-23
"November 25, 1973","Feyline Field, Tempe, AZ",1973,1973-11-25
"November 28, 1973","Palace of Fine Arts, San Francisco, CA",1973,1973-11-28
"November 30, 1973","Boston Music Hall, Boston, MA",1973,1973-11-30
"December 1, 1973","Boston Music Hall, Boston, MA",1973,1973-12-01
"December 2, 1973","Boston Music Hall, Boston, MA",1973,1973-12-02
"December 4, 1973","Cincinnati Gardens, Cincinnati, OH",1973,1973-12-04
"December 6, 1973","Cleveland Public Auditorium, Cleveland, OH",1973,1973-12-06
"December 8, 1973","Cameron Indoor Stadium, Duke U. Durham, NC",1973,1973-12-08
"December 10, 1973","Charlotte Coliseum, Charlotte, NC",1973,1973-12-10
"December 12, 1973","The Omni, Atlanta, GA",1973,1973-12-12
"December 18, 1973","Curtis Hixon Convention Hall, Tampa, FL",1973,1973-12-18
"December 19, 1973","Curtis Hixon Convention Hall, Tampa, FL",1973,1973-12-19
