"DateLong","Venue","Year","ShortDate"
"June 11, 1969","California Hall, San Francisco, CA",1969,"1969-06-11"
"June 13, 1969","Fresno Convention Center, Fresno, CA",1969,"1969-06-13"
"June 14, 1969","Monterey Performing Arts Center, Monterey, CA",1969,"1969-06-14"
"June 20, 1969","Fillmore East (Early Show), New York, NY",1969,"1969-06-20"
"June 21, 1969","Fillmore East (Early Show), New York, NY",1969,"1969-06-21"
"June 22, 1969","The Great Lawn, Central Park, New York, NY",1969,"1969-06-22"
"June 27, 1969","Veterans Auditorium, Santa Rosa, CA",1969,"1969-06-27"
"June 28, 1969","Veterans Auditorium, Santa Rosa, CA",1969,"1969-06-28"
"July 3, 1969","Reed's Ranch, Colorado Springs, CO",1969,"1969-07-03"
"July 4, 1969","Electric Theater, Chicago, IL",1969,"1969-07-04"
"July 5, 1969","Electric Theater, Chicago, IL",1969,"1969-07-05"
"July 7, 1969","Piedmont Park, Atlanta, GA",1969,"1969-07-07"
"July 11, 1969","NY State Pavilion, Flushing Meadow Park, Queens, NY",1969,"1969-07-11"
"July 12, 1969","NY State Pavilion, Flushing Meadow Park, Queens, NY",1969,"1969-07-12"
"August 2, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-08-02"
"August 3, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-08-03"
"August 16, 1969","Max Yasgur's Farm, Bethel, NY",1969,"1969-08-16"
"August 21, 1969","Aqua Theatre, Seattle, WA",1969,"1969-08-21"
"August 23, 1969","Pelletier Farm, St. Helens, OR",1969,"1969-08-23"
"August 28, 1969","Family Dog at the Great Highway, San Francisco, CA",1969,"1969-08-28"
"August 29, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-08-29"
"August 30, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-08-30"
"September 1, 1969","Baton Rouge Int. Speedway, Prairieville, LA",1969,"1969-09-01"
"September 6, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-09-06"
"September 7, 1969","Family Dog at the Great Highway, San Francisco, CA",1969,"1969-09-07"
"September 11, 1969","Family Dog at the Great Highway, San Francisco, CA",1969,"1969-09-11"
"September 17, 1969","Alembic Studios, San Francisco, CA",1969,"1969-09-17"
"September 26, 1969","Fillmore East (Early Show), New York, NY",1969,"1969-09-26"
"September 27, 1969","Fillmore East (Early Show), New York, NY",1969,"1969-09-27"
"September 29, 1969","Cafe au Go-Go, New York, NY",1969,"1969-09-29"
"September 30, 1969","Cafe au Go-Go, New York, NY",1969,"1969-09-30"
"October 24, 1969","Winterland Arena, San Francisco, CA",1969,"1969-10-24"
"October 25, 1969","Winterland Arena, San Francisco, CA",1969,"1969-10-25"
"October 26, 1969","Winterland Arena, San Francisco, CA",1969,"1969-10-26"
"October 31, 1969","San Jose State College, San Jose, CA",1969,"1969-10-31"
"November 1, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-11-01"
"November 2, 1969","Family Dog at The Great Highway, San Francisco, CA",1969,"1969-11-02"
"November 7, 1969","Fillmore Auditorium, San Francisco, CA",1969,"1969-11-07"
"November 8, 1969","Fillmore Auditorium, San Francisco, CA",1969,"1969-11-08"
"November 15, 1969","Lanai Theater, Crockett, CA",1969,"1969-11-15"
"November 21, 1969","Cal Expo, Building A, Sacramento, CA",1969,"1969-11-21"
"December 4, 1969","Fillmore West, San Francisco, CA",1969,"1969-12-04"
"December 5, 1969","Fillmore West, San Francisco, CA",1969,"1969-12-05"
"December 7, 1969","Fillmore West, San Francisco, CA",1969,"1969-12-07"
"December 10, 1969","Thelma, Los Angeles, CA",1969,"1969-12-10"
"December 11, 1969","Thelma, Los Angeles, CA",1969,"1969-12-11"
"December 12, 1969","Thelma, Los Angeles, CA",1969,"1969-12-12"
"December 13, 1969","Swing Auditorium, San Bernardino, CA",1969,"1969-12-13"
"December 19, 1969","Fillmore Auditorium, San Francisco, CA",1969,"1969-12-19"
"December 20, 1969","Fillmore Auditorium, San Francisco, CA",1969,"1969-12-20"
"December 21, 1969","Fillmore Auditorium, San Francisco, CA",1969,"1969-12-21"
"December 26, 1969","McFarlin Auditorium, S.M.U. Dallas, TX",1969,"1969-12-26"
"December 28, 1969","International Speedway, Hollywood, FL",1969,"1969-12-28"
"December 29, 1969","Boston Tea Party, Boston, MA",1969,"1969-12-29"
"December 30, 1969","Boston Tea Party, Boston, MA",1969,"1969-12-30"
"December 31, 1969","Boston Tea Party, Boston, MA",1969,"1969-12-31"
