DateLong,Venue,Year,ShortDate
"July 15, 1988","Greek Theatre, Berkeley, CA",1988,1988-07-15
"July 16, 1988","Greek Theatre, Berkeley, CA",1988,1988-07-16
"July 17, 1988","Greek Theatre, Berkeley, CA",1988,1988-07-17
"July 29, 1988","Laguna Seca Recreation Area, Monterey, CA",1988,1988-07-29
"July 30, 1988","Laguna Seca Recreation Area, Monterey, CA",1988,1988-07-30
"July 31, 1988","Laguna Seca Recreation Area, Monterey, CA",1988,1988-07-31
"August 26, 1988","Tacoma Dome, Tacoma, WA",1988,1988-08-26
"August 28, 1988","Autzen Stadium, U. of Oregon,  Eugene, OR",1988,1988-08-28
"September 2, 1988","Capital Centre, Landover, MD",1988,1988-09-02
"September 3, 1988","Capital Centre, Landover, MD",1988,1988-09-03
"September 5, 1988","Capital Centre, Landover, MD",1988,1988-09-05
"September 6, 1988","Capital Centre, Landover, MD",1988,1988-09-06
"September 8, 1988","The Spectrum, Philadelphia, PA",1988,1988-09-08
"September 9, 1988","The Spectrum, Philadelphia, PA",1988,1988-09-09
"September 11, 1988","The Spectrum, Philadelphia, PA",1988,1988-09-11
"September 12, 1988","The Spectrum, Philadelphia, PA",1988,1988-09-12
"September 14, 1988","Madison Square Garden, New York, NY",1988,1988-09-14
"September 15, 1988","Madison Square Garden, New York, NY",1988,1988-09-15
"September 16, 1988","Madison Square Garden, New York, NY",1988,1988-09-16
"September 18, 1988","Madison Square Garden, New York, NY",1988,1988-09-18
"September 19, 1988","Madison Square Garden, New York, NY",1988,1988-09-19
"September 20, 1988","Madison Square Garden, New York, NY",1988,1988-09-20
"September 22, 1988","Madison Square Garden, New York, NY",1988,1988-09-22
"September 23, 1988","Madison Square Garden, New York, NY",1988,1988-09-23
"September 24, 1988","Madison Square Garden, New York, NY",1988,1988-09-24
"September 30, 1988","Shoreline Amphitheatre, Mountain View, CA",1988,1988-09-30
"October 1, 1988","Shoreline Amphitheatre, Mountain View, CA",1988,1988-10-01
"October 2, 1988","Shoreline Amphitheatre, Mountain View, CA",1988,1988-10-02
"October 14, 1988","Miami Arena, Miami, FL",1988,1988-10-14
"October 15, 1988","Bayfront Center Arena, St. Petersburg, FL",1988,1988-10-15
"October 16, 1988","Pelletier Farm, St. Helens, OR",1988,1988-10-16
"October 18, 1988","Keifer Lakefront Arena, New Orleans, LA",1988,1988-10-18
"October 20, 1988","The Summit, Houston, TX",1988,1988-10-20
"October 21, 1988","Reunion Arena, Dallas, TX",1988,1988-10-21
"December 9, 1988","Long Beach Arena, Long Beach, CA",1988,1988-12-09
"December 10, 1988","Long Beach Arena, Long Beach, CA",1988,1988-12-10
"December 11, 1988","Long Beach Arena, Long Beach, CA",1988,1988-12-11
"December 28, 1988","Oakland-Alameda County Coliseum, Oakland, CA",1988,1988-12-28
"December 29, 1988","Oakland-Alameda County Coliseum, Oakland, CA",1988,1988-12-29
"December 31, 1988","Oakland-Alameda County Coliseum, Oakland, CA",1988,1988-12-31
