DateLong,Venue,Year,ShortDate
"September 15, 1990","Madison Square Garden, New York, NY",1990,1990-09-15
"September 16, 1990","Madison Square Garden, New York, NY",1990,1990-09-16
"September 18, 1990","Madison Square Garden, New York, NY",1990,1990-09-18
"September 19, 1990","Madison Square Garden, New York, NY",1990,1990-09-19
"September 20, 1990","Madison Square Garden, New York, NY",1990,1990-09-20
"October 13, 1990","Ice Stadium, Stockholm, Sweden",1990,1990-10-13
"October 17, 1990","Gruga Halle, Essen, Germany",1990,1990-10-17
"October 19, 1990","Internationales Congress Centrum, Berlin, Germany",1990,1990-10-19
"October 20, 1990","Internationales Congress Centrum, Berlin, Germany",1990,1990-10-20
"October 22, 1990","Festhalle, Frankfurt, Germany",1990,1990-10-22
"October 24, 1990","Sportsahalle, Hamburg, Germany",1990,1990-10-24
"October 27, 1990","The Zenith, Paris, France",1990,1990-10-27
"October 28, 1990","The Zenith, Paris, France",1990,1990-10-28
"October 30, 1990","Wembley Arena, London, England",1990,1990-10-30
"October 31, 1990","Wembley Arena, London, England",1990,1990-10-31
"November 1, 1990","Wembley Arena, London, England",1990,1990-11-01
"December 3, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-03
"December 4, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-04
"December 8, 1990","Compton Terrace Amphitheatre, Tempe, AZ",1990,1990-12-08
"December 9, 1990","Compton Terrace Amphitheatre, Tempe, AZ",1990,1990-12-09
"December 12, 1990","McNichols Sports Arena, Denver, CO",1990,1990-12-12
"December 13, 1990","McNichols Sports Arena, Denver, CO",1990,1990-12-13
"December 14, 1990","McNichols Sports Arena, Denver, CO",1990,1990-12-14
"December 27, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-27
"December 28, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-28
"December 30, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-30
"December 31, 1990","Oakland-Alameda County Coliseum, Oakland, CA",1990,1990-12-31
