DateLong,Venue,Year,ShortDate
"September 25, 1980","Warfield Theater, San Francisco, CA",1980,1980-09-25
"September 26, 1980","Warfield Theater, San Francisco, CA",1980,1980-09-26
"September 27, 1980","Warfield Theater, San Francisco, CA",1980,1980-09-27
"September 29, 1980","Warfield Theater, San Francisco, CA",1980,1980-09-29
"September 30, 1980","Warfield Theater, San Francisco, CA",1980,1980-09-30
"October 2, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-02
"October 3, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-03
"October 4, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-04
"October 6, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-06
"October 7, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-07
"October 9, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-09
"October 10, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-10
"October 11, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-11
"October 13, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-13
"October 14, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-14
"October 18, 1980","Saenger Performing Arts Center, New Orleans, LA",1980,1980-10-18
"October 19, 1980","Saenger Performing Arts Center, New Orleans, LA",1980,1980-10-19
"October 22, 1980","Warfield Theater, San Francisco, CA",1980,1980-10-22
"October 23, 1980","Radio City Music Hall, New York, NY",1980,1980-10-23
"October 25, 1980","Radio City Music Hall, New York, NY",1980,1980-10-25
"October 26, 1980","Radio City Music Hall, New York, NY",1980,1980-10-26
"October 27, 1980","Radio City Music Hall, New York, NY",1980,1980-10-27
"October 29, 1980","Radio City Music Hall, New York, NY",1980,1980-10-29
"October 30, 1980","Radio City Music Hall, New York, NY",1980,1980-10-30
"October 31, 1980","Radio City Music Hall, New York, NY",1980,1980-10-31
"November 26, 1980","The Sportatorium, Pembroke Pines, FL",1980,1980-11-26
"November 28, 1980","Lakeland Civic Center, Lakeland, FL",1980,1980-11-28
"November 29, 1980","Alligator Alley Gym, U. of Florida, Gainesville, FL",1980,1980-11-29
"November 30, 1980","Fox Theater, Atlanta, GA",1980,1980-11-30
"December 6, 1980","Mill Valley Recreation Center, Mill Valley, CA",1980,1980-12-06
"December 12, 1980","Swing Auditorium, San Bernardino, CA",1980,1980-12-12
"December 13, 1980","Long Beach Arena, Long Beach, CA",1980,1980-12-13
"December 14, 1980","Long Beach Arena, Long Beach, CA",1980,1980-12-14
"December 26, 1980","Oakland Auditorium Arena, Oakland, CA",1980,1980-12-26
"December 27, 1980","Oakland Auditorium Arena, Oakland, CA",1980,1980-12-27
"December 28, 1980","Oakland Auditorium Arena, Oakland, CA",1980,1980-12-28
"December 30, 1980","Oakland Auditorium Arena, Oakland, CA",1980,1980-12-30
"December 31, 1980","Oakland Auditorium Arena, Oakland, CA",1980,1980-12-31
