DateLong,Venue,Year,ShortDate
"May 3, 1987","Frost Amphitheatre, Palo Alto, CA",1987,1987-05-03
"May 9, 1987","Laguna Seca Recreation Area, Monterey, CA",1987,1987-05-09
"May 10, 1987","Laguna Seca Recreation Area, Monterey, CA",1987,1987-05-10
"June 12, 1987","Ventura County Fairgrounds, Ventura, CA",1987,1987-06-12
"June 13, 1987","Ventura County Fairgrounds, Ventura, CA",1987,1987-06-13
"June 14, 1987","Ventura County Fairgrounds, Ventura, CA",1987,1987-06-14
"June 19, 1987","Greek Theatre, Berkeley, CA",1987,1987-06-19
"June 20, 1987","Greek Theatre, Berkeley, CA",1987,1987-06-20
"June 21, 1987","Greek Theatre, Berkeley, CA",1987,1987-06-21
"June 26, 1987","Alpine Valley Music Theatre, East Troy, WI",1987,1987-06-26
"June 27, 1987","Alpine Valley Music Theatre, East Troy, WI",1987,1987-06-27
"June 28, 1987","Alpine Valley Music Theatre, East Troy, WI",1987,1987-06-28
"June 30, 1987","Kingswood Music Theater, Maple, Ontario, Canada",1987,1987-06-30
"July 2, 1987","Silver Stadium, Rochester, NY",1987,1987-07-02
"July 4, 1987","Sullivan Stadium, Foxboro, MA",1987,1987-07-04
"July 6, 1987","Civic Arena, Pittsburgh, PA",1987,1987-07-06
"July 7, 1987","Roanoke Civic Center, Roanoke, VA",1987,1987-07-07
"July 8, 1987","Roanoke Civic Center, Roanoke, VA",1987,1987-07-08
"July 10, 1987","John F Kennedy Stadium, Philadelphia, PA",1987,1987-07-10
"July 12, 1987","Giants Stadium, East Rutherford, NJ",1987,1987-07-12
"July 13, 1987","Robert F. Kennedy Stadium, Washington, DC",1987,1987-07-13
"July 19, 1987","Autzen Stadium, U. of Oregon, Eugene, OR",1987,1987-07-19
"July 24, 1987","Oakland-Alameda County Stadium, Oakland, CA",1987,1987-07-24
"July 26, 1987","Anaheim Stadium, Anaheim, CA",1987,1987-07-26
"August 11, 1987","Red Rocks Amphitheatre, Morrison, CO",1987,1987-08-11
"August 12, 1987","Red Rocks Amphitheatre, Morrison, CO",1987,1987-08-12
"August 13, 1987","Red Rocks Amphitheatre, Morrison, CO",1987,1987-08-13
"August 15, 1987","Town Park, Telluride, CO",1987,1987-08-15
"August 16, 1987","Town Park, Telluride, CO",1987,1987-08-16
"August 18, 1987","Compton Terrace Amphitheatre, Tempe, AZ",1987,1987-08-18
"August 20, 1987","Park West Ski Resort, Park City, UT",1987,1987-08-20
"August 22, 1987","Calaveras County Fairgrounds, Angel's Camp, CA",1987,1987-08-22
"August 23, 1987","Calaveras County Fairgrounds, Angel's Camp, CA",1987,1987-08-23
"September 7, 1987","Providence Civic Center, Providence, RI",1987,1987-09-07
"September 8, 1987","Providence Civic Center, Providence, RI",1987,1987-09-08
"September 9, 1987","Providence Civic Center, Providence, RI",1987,1987-09-09
"September 11, 1987","Capital Centre, Landover, MD",1987,1987-09-11
"September 12, 1987","Capital Centre, Landover, MD",1987,1987-09-12
"September 13, 1987","Capital Centre, Landover, MD",1987,1987-09-13
"September 15, 1987","Madison Square Garden, New York, NY",1987,1987-09-15
"September 16, 1987","Madison Square Garden, New York, NY",1987,1987-09-16
"September 18, 1987","Madison Square Garden, New York, NY",1987,1987-09-18
"September 19, 1987","Madison Square Garden, New York, NY",1987,1987-09-19
"September 20, 1987","Madison Square Garden, New York, NY",1987,1987-09-20
"September 22, 1987","The Spectrum, Philadelphia, PA",1987,1987-09-22
"September 23, 1987","The Spectrum, Philadelphia, PA",1987,1987-09-23
"September 24, 1987","The Spectrum, Philadelphia, PA",1987,1987-09-24
"October 2, 1987","Shoreline Amphitheatre, Mountain View, CA",1987,1987-10-02
"October 3, 1987","Shoreline Amphitheatre, Mountain View, CA",1987,1987-10-03
"October 4, 1987","Shoreline Amphitheatre, Mountain View, CA",1987,1987-10-04
"November 6, 1987","Henry J. Kaiser Convention Center, Oakland, CA",1987,1987-11-06
"November 7, 1987","Henry J. Kaiser Convention Center, Oakland, CA",1987,1987-11-07
"November 8, 1987","Henry J. Kaiser Convention Center, Oakland, CA",1987,1987-11-08
"November 13, 1987","Long Beach Arena, Long Beach, CA",1987,1987-11-13
"November 14, 1987","Long Beach Arena, Long Beach, CA",1987,1987-11-14
"November 15, 1987","Long Beach Arena, Long Beach, CA",1987,1987-11-15
"December 27, 1987","Oakland-Alameda County Coliseum, Oakland, CA",1987,1987-12-27
"December 28, 1987","Oakland-Alameda County Coliseum, Oakland, CA",1987,1987-12-28
"December 30, 1987","Oakland-Alameda County Coliseum, Oakland, CA",1987,1987-12-30
"December 31, 1987","Oakland-Alameda County Coliseum, Oakland, CA",1987,1987-12-31
